SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,sub_idx
6581419,103,23,24,-0.5,-1,1,1,0.5,101
6581419,103,14,24,0.5,-1,2,1,0.5,101
6581469,104,10,24,-0.5,-1,1,1,-0.5,102
6581469,104,21,24,0.5,-1,2,1,-0.5,102
6581469,104,12,23,-0.5,-1,1,1,0.5,102
6581469,104,16,24,0.5,-1,2,1,0.5,102
6582871,105,23,24,-0.5,-1,1,1,-0.5,103
6582871,105,20,24,0.5,-1,2,1,-0.5,103
6582871,105,22,24,-0.5,-1,1,1,0.5,103
6582871,105,15,24,0.5,-1,2,1,0.5,103
6583058,106,22,24,-0.5,-1,1,1,-0.5,104
6583058,106,10,24,0.5,-1,2,1,-0.5,104
6583058,106,21,23,-0.5,-1,1,1,0.5,104
6583058,106,12,24,0.5,-1,2,1,0.5,104
6583073,107,24,24,-0.5,-1,1,1,-0.5,105
6583073,107,19,23,0.5,-1,2,1,-0.5,105
6583073,107,22,22,-0.5,-1,1,1,0.5,105
6583073,107,15,24,0.5,-1,2,1,0.5,105
6583134,108,22,24,-0.5,-1,1,1,-0.5,106
6583134,108,13,24,0.5,-1,2,1,-0.5,106
6583134,108,23,24,-0.5,-1,1,1,0.5,106
6583134,108,9,24,0.5,-1,2,1,0.5,106
6583843,109,20,24,-0.5,-1,1,1,-0.5,107
6583843,109,22,24,0.5,-1,2,1,-0.5,107
6583843,109,23,23,-0.5,-1,1,1,0.5,107
6583843,109,17,24,0.5,-1,2,1,0.5,107
6576538,110,16,22,-0.5,1,1,2,-0.5,108
6576538,110,14,23,0.5,1,2,2,-0.5,108
6576538,110,16,23,-0.5,1,1,2,0.5,108
6576538,110,11,23,0.5,1,2,2,0.5,108
6576604,111,19,24,-0.5,1,1,2,-0.5,109
6576604,111,23,24,0.5,1,2,2,-0.5,109
6576604,111,10,23,-0.5,1,1,2,0.5,109
6576604,111,12,23,0.5,1,2,2,0.5,109
6576661,112,18,23,-0.5,1,1,2,-0.5,110
6576661,112,19,24,0.5,1,2,2,-0.5,110
6576661,112,13,23,-0.5,1,1,2,0.5,110
6576661,112,14,22,0.5,1,2,2,0.5,110
6577334,113,15,24,-0.5,1,1,2,-0.5,111
6577334,113,11,24,0.5,1,2,2,-0.5,111
6577334,113,14,24,-0.5,1,1,2,0.5,111
6577334,113,7,24,0.5,1,2,2,0.5,111
6577319,114,12,23,-0.5,1,1,2,-0.5,112
6577319,114,10,23,0.5,1,2,2,-0.5,112
6577319,114,12,24,-0.5,1,1,2,0.5,112
