SubID,subject,correct,total_trials,trial_type,condition,condition_non_rec,probe_type,sub_idx
6577326,203,1,1,3,1,2,0.5,200
6577330,204,1,1,1,1,2,-0.5,201
6577330,204,0,1,3,1,2,-0.5,201
6577330,204,1,1,3,1,2,0.5,201
6577438,205,1,1,1,1,2,-0.5,202
6577438,205,1,1,3,1,2,-0.5,202
6577438,205,0,1,3,1,2,0.5,202
6581426,206,1,1,1,1,2,-0.5,203
6581426,206,0,1,3,1,2,-0.5,203
6581426,206,1,1,3,1,2,0.5,203
6581470,207,1,1,1,1,2,-0.5,204
6581470,207,1,1,3,1,2,-0.5,204
6581470,207,1,1,3,1,2,0.5,204
6581430,208,1,1,1,1,2,-0.5,205
6581430,208,0,1,3,1,2,-0.5,205
6581430,208,1,1,3,1,2,0.5,205
6582397,209,1,1,1,1,2,-0.5,206
6582397,209,1,1,3,1,2,-0.5,206
6582397,209,1,1,3,1,2,0.5,206
6583003,210,1,1,1,1,2,-0.5,207
6583003,210,1,1,3,1,2,-0.5,207
6583003,210,0,1,3,1,2,0.5,207
6583060,211,0,1,1,1,2,-0.5,208
6583060,211,1,1,3,1,2,-0.5,208
6583060,211,1,1,3,1,2,0.5,208
6583846,212,0,1,1,1,2,-0.5,209
6583846,212,1,1,3,1,2,-0.5,209
6583846,212,0,1,3,1,2,0.5,209
6576574,213,1,1,2,-1,1,-0.5,210
6576574,213,1,1,1,-1,1,0.5,210
6576574,213,1,1,2,-1,1,0.5,210
6576598,214,1,1,2,-1,1,-0.5,211
6576598,214,0,1,1,-1,1,0.5,211
6576598,214,1,1,2,-1,1,0.5,211
6576559,215,0,1,2,-1,1,-0.5,212
6576559,215,1,1,1,-1,1,0.5,212
6576559,215,0,1,2,-1,1,0.5,212
6577304,216,1,1,2,-1,1,-0.5,213
6577304,216,0,1,1,-1,1,0.5,213
6577304,216,1,1,2,-1,1,0.5,213
6577353,217,1,1,2,-1,1,-0.5,214
6577353,217,0,1,1,-1,1,0.5,214
6577353,217,1,1,2,-1,1,0.5,214
6577397,218,0,1,2,-1,1,-0.5,215
6577397,218,0,1,1,-1,1,0.5,215
6577397,218,0,1,2,-1,1,0.5,215
6577427,219,1,1,2,-1,1,-0.5,216
6577427,219,0,1,1,-1,1,0.5,216
6577427,219,1,1,2,-1,1,0.5,216
6581437,220,0,1,2,-1,1,-0.5,217
6581437,220,0,1,1,-1,1,0.5,217
6581437,220,1,1,2,-1,1,0.5,217
6581448,221,1,1,2,-1,1,-0.5,218
6581448,221,0,1,1,-1,1,0.5,218
6581448,221,0,1,2,-1,1,0.5,218
6581565,222,0,1,2,-1,1,-0.5,219
6581565,222,1,1,1,-1,1,0.5,219
6581565,222,0,1,2,-1,1,0.5,219
6582975,223,0,1,2,-1,1,-0.5,220
6582975,223,0,1,1,-1,1,0.5,220
6582975,223,1,1,2,-1,1,0.5,220
6582993,224,0,1,2,-1,1,-0.5,221
6582993,224,1,1,1,-1,1,0.5,221
6582993,224,0,1,2,-1,1,0.5,221
6583071,225,1,1,2,-1,1,-0.5,222
6583071,225,1,1,1,-1,1,0.5,222
6583071,225,1,1,2,-1,1,0.5,222
6583161,226,1,1,2,-1,1,-0.5,223
6583161,226,1,1,1,-1,1,0.5,223
6583161,226,0,1,2,-1,1,0.5,223
6576641,227,1,1,2,-1,1,-0.5,224
6576641,227,1,1,1,-1,1,0.5,224
6576641,227,0,1,2,-1,1,0.5,224
6576782,228,1,1,2,-1,1,-0.5,225
6576782,228,0,1,1,-1,1,0.5,225
6576782,228,0,1,2,-1,1,0.5,225
6577300,229,1,1,2,-1,1,-0.5,226
6577300,229,1,1,1,-1,1,0.5,226
6577300,229,1,1,2,-1,1,0.5,226
6577365,230,1,1,2,-1,1,-0.5,227
6577365,230,1,1,1,-1,1,0.5,227
6577365,230,1,1,2,-1,1,0.5,227
6577337,231,1,1,2,-1,1,-0.5,228
6577337,231,0,1,1,-1,1,0.5,228
6577337,231,0,1,2,-1,1,0.5,228
6577434,232,1,1,2,-1,1,-0.5,229
6577434,232,0,1,1,-1,1,0.5,229
6577434,232,0,1,2,-1,1,0.5,229
6578123,233,1,1,2,-1,1,-0.5,230
6578123,233,1,1,1,-1,1,0.5,230
6578123,233,0,1,2,-1,1,0.5,230
6581412,234,1,1,2,-1,1,-0.5,231
6581412,234,1,1,1,-1,1,0.5,231
6581412,234,0,1,2,-1,1,0.5,231
6581418,235,1,1,2,-1,1,-0.5,232
6581418,235,1,1,1,-1,1,0.5,232
6581418,235,0,1,2,-1,1,0.5,232
6581475,236,0,1,2,-1,1,-0.5,233
6581475,236,1,1,1,-1,1,0.5,233
6581475,236,0,1,2,-1,1,0.5,233
6582999,237,0,1,2,-1,1,-0.5,234
6582999,237,0,1,1,-1,1,0.5,234
6582999,237,1,1,2,-1,1,0.5,234
6583117,238,1,1,2,-1,1,-0.5,235
6583117,238,1,1,1,-1,1,0.5,235
6583117,238,1,1,2,-1,1,0.5,235
6583137,239,1,1,2,-1,1,-0.5,236
6583137,239,0,1,1,-1,1,0.5,236
6583137,239,0,1,2,-1,1,0.5,236
6583156,240,1,1,2,-1,1,-0.5,237
6583156,240,0,1,1,-1,1,0.5,237
6583156,240,1,1,2,-1,1,0.5,237
6583891,241,1,1,2,-1,1,-0.5,238
6583891,241,0,1,1,-1,1,0.5,238
6583891,241,1,1,2,-1,1,0.5,238
