SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,phase,sub_idx
6582974,76,0,1,-0.5,-1,1,1,0.5,1,59
6582974,76,0,1,0.5,-1,2,1,0.5,1,59
6582974,76,1,1,-0.5,-1,1,1,0.5,2,59
6582974,76,1,1,0.5,-1,2,1,0.5,2,59
6583057,77,0,1,-0.5,-1,1,1,-0.5,1,60
6583057,77,1,1,0.5,-1,2,1,-0.5,1,60
6583057,77,1,1,-0.5,-1,1,1,-0.5,2,60
6583057,77,1,1,0.5,-1,2,1,-0.5,2,60
6583057,77,0,1,-0.5,-1,1,1,0.5,1,60
6583057,77,1,1,0.5,-1,2,1,0.5,1,60
6583057,77,0,1,-0.5,-1,1,1,0.5,2,60
6583057,77,0,1,0.5,-1,2,1,0.5,2,60
6576586,78,0,1,-0.5,1,1,2,-0.5,1,61
6576586,78,1,1,0.5,1,2,2,-0.5,1,61
6576586,78,1,1,-0.5,1,1,2,-0.5,2,61
6576586,78,1,1,0.5,1,2,2,-0.5,2,61
6576586,78,1,1,-0.5,1,1,2,0.5,1,61
6576586,78,0,1,0.5,1,2,2,0.5,1,61
6576586,78,1,1,-0.5,1,1,2,0.5,2,61
6576586,78,1,1,0.5,1,2,2,0.5,2,61
6576561,79,1,1,-0.5,1,1,2,-0.5,1,62
6576561,79,1,1,0.5,1,2,2,-0.5,1,62
6576561,79,1,1,-0.5,1,1,2,-0.5,2,62
6576561,79,1,1,0.5,1,2,2,-0.5,2,62
6576561,79,1,1,-0.5,1,1,2,0.5,1,62
6576561,79,1,1,0.5,1,2,2,0.5,1,62
6576561,79,0,1,-0.5,1,1,2,0.5,2,62
6576561,79,1,1,0.5,1,2,2,0.5,2,62
6576605,80,1,1,-0.5,1,1,2,-0.5,1,63
6576605,80,1,1,0.5,1,2,2,-0.5,1,63
6576605,80,1,1,-0.5,1,1,2,-0.5,2,63
6576605,80,1,1,0.5,1,2,2,-0.5,2,63
6576605,80,1,1,-0.5,1,1,2,0.5,1,63
6576605,80,0,1,0.5,1,2,2,0.5,1,63
6576605,80,1,1,-0.5,1,1,2,0.5,2,63
6576605,80,1,1,0.5,1,2,2,0.5,2,63
6577317,81,1,1,-0.5,1,1,2,-0.5,1,64
6577317,81,1,1,0.5,1,2,2,-0.5,1,64
6577317,81,0,1,-0.5,1,1,2,-0.5,2,64
6577317,81,1,1,0.5,1,2,2,-0.5,2,64
6577317,81,1,1,-0.5,1,1,2,0.5,1,64
6577317,81,0,1,0.5,1,2,2,0.5,1,64
6577317,81,0,1,-0.5,1,1,2,0.5,2,64
6577317,81,0,1,0.5,1,2,2,0.5,2,64
6577312,82,1,1,-0.5,1,1,2,-0.5,1,65
6577312,82,1,1,0.5,1,2,2,-0.5,1,65
6577312,82,1,1,-0.5,1,1,2,-0.5,2,65
6577312,82,1,1,0.5,1,2,2,-0.5,2,65
6577312,82,0,1,-0.5,1,1,2,0.5,1,65
6577312,82,0,1,0.5,1,2,2,0.5,1,65
6577312,82,0,1,-0.5,1,1,2,0.5,2,65
6577312,82,1,1,0.5,1,2,2,0.5,2,65
6577360,83,1,1,-0.5,1,1,2,-0.5,1,66
6577360,83,0,1,0.5,1,2,2,-0.5,1,66
6577360,83,1,1,-0.5,1,1,2,-0.5,2,66
6577360,83,1,1,0.5,1,2,2,-0.5,2,66
6577360,83,1,1,-0.5,1,1,2,0.5,1,66
6577360,83,0,1,0.5,1,2,2,0.5,1,66
6577360,83,1,1,-0.5,1,1,2,0.5,2,66
6577360,83,1,1,0.5,1,2,2,0.5,2,66
6577344,84,1,1,-0.5,1,1,2,-0.5,1,67
6577344,84,1,1,0.5,1,2,2,-0.5,1,67
6577344,84,1,1,-0.5,1,1,2,-0.5,2,67
6577344,84,1,1,0.5,1,2,2,-0.5,2,67
6577344,84,1,1,-0.5,1,1,2,0.5,1,67
6577344,84,1,1,0.5,1,2,2,0.5,1,67
6577344,84,1,1,-0.5,1,1,2,0.5,2,67
6577344,84,0,1,0.5,1,2,2,0.5,2,67
6581425,86,1,1,-0.5,1,1,2,-0.5,1,68
6581425,86,1,1,0.5,1,2,2,-0.5,1,68
6581425,86,1,1,-0.5,1,1,2,-0.5,2,68
6581425,86,1,1,0.5,1,2,2,-0.5,2,68
6581425,86,1,1,-0.5,1,1,2,0.5,1,68
6581425,86,0,1,0.5,1,2,2,0.5,1,68
6581425,86,0,1,-0.5,1,1,2,0.5,2,68
6581425,86,1,1,0.5,1,2,2,0.5,2,68
6581451,87,1,1,-0.5,1,1,2,-0.5,1,69
6581451,87,1,1,0.5,1,2,2,-0.5,1,69
6581451,87,1,1,-0.5,1,1,2,-0.5,2,69
6581451,87,1,1,0.5,1,2,2,-0.5,2,69
6581451,87,1,1,-0.5,1,1,2,0.5,1,69
6581451,87,0,1,0.5,1,2,2,0.5,1,69
6581451,87,1,1,-0.5,1,1,2,0.5,2,69
6581451,87,1,1,0.5,1,2,2,0.5,2,69
6581516,88,1,1,-0.5,1,1,2,-0.5,1,70
6581516,88,1,1,0.5,1,2,2,-0.5,1,70
6581516,88,1,1,-0.5,1,1,2,-0.5,2,70
6581516,88,1,1,0.5,1,2,2,-0.5,2,70
6581516,88,1,1,-0.5,1,1,2,0.5,1,70
6581516,88,0,1,0.5,1,2,2,0.5,1,70
6581516,88,0,1,-0.5,1,1,2,0.5,2,70
6581516,88,0,1,0.5,1,2,2,0.5,2,70
6581464,89,1,1,-0.5,1,1,2,-0.5,1,71
6581464,89,0,1,0.5,1,2,2,-0.5,1,71
6581464,89,0,1,-0.5,1,1,2,-0.5,2,71
6581464,89,1,1,0.5,1,2,2,-0.5,2,71
6581464,89,1,1,-0.5,1,1,2,0.5,1,71
6581464,89,1,1,0.5,1,2,2,0.5,1,71
6581464,89,1,1,-0.5,1,1,2,0.5,2,71
6581464,89,1,1,0.5,1,2,2,0.5,2,71
6582981,90,1,1,-0.5,1,1,2,-0.5,1,72
6582981,90,1,1,0.5,1,2,2,-0.5,1,72
6582981,90,1,1,-0.5,1,1,2,-0.5,2,72
6582981,90,0,1,0.5,1,2,2,-0.5,2,72
6582981,90,1,1,-0.5,1,1,2,0.5,1,72
6582981,90,1,1,0.5,1,2,2,0.5,1,72
6582981,90,0,1,-0.5,1,1,2,0.5,2,72
6582981,90,1,1,0.5,1,2,2,0.5,2,72
6583066,91,1,1,-0.5,1,1,2,-0.5,1,73
6583066,91,1,1,0.5,1,2,2,-0.5,1,73
6583066,91,0,1,-0.5,1,1,2,-0.5,2,73
6583066,91,1,1,0.5,1,2,2,-0.5,2,73
6583066,91,1,1,-0.5,1,1,2,0.5,1,73
6583066,91,1,1,0.5,1,2,2,0.5,1,73
6583066,91,1,1,-0.5,1,1,2,0.5,2,73
6583066,91,0,1,0.5,1,2,2,0.5,2,73
6583421,92,1,1,-0.5,1,1,2,-0.5,1,74
6583421,92,1,1,0.5,1,2,2,-0.5,1,74
6583421,92,1,1,-0.5,1,1,2,-0.5,2,74
6583421,92,1,1,0.5,1,2,2,-0.5,2,74
6583421,92,1,1,-0.5,1,1,2,0.5,1,74
6583421,92,0,1,0.5,1,2,2,0.5,1,74
6583421,92,0,1,-0.5,1,1,2,0.5,2,74
6583421,92,1,1,0.5,1,2,2,0.5,2,74
6582991,93,1,1,-0.5,1,1,2,-0.5,1,75
6582991,93,1,1,0.5,1,2,2,-0.5,1,75
6582991,93,1,1,-0.5,1,1,2,-0.5,2,75
6582991,93,1,1,0.5,1,2,2,-0.5,2,75
6582991,93,1,1,-0.5,1,1,2,0.5,1,75
6582991,93,1,1,0.5,1,2,2,0.5,1,75
6582991,93,0,1,-0.5,1,1,2,0.5,2,75
6582991,93,1,1,0.5,1,2,2,0.5,2,75
6576548,94,1,1,-0.5,-1,1,1,-0.5,1,76
6576548,94,0,1,0.5,-1,2,1,-0.5,1,76
6576548,94,1,1,-0.5,-1,1,1,-0.5,2,76
6576548,94,0,1,0.5,-1,2,1,-0.5,2,76
6576548,94,1,1,-0.5,-1,1,1,0.5,1,76
6576548,94,0,1,0.5,-1,2,1,0.5,1,76
6576548,94,1,1,-0.5,-1,1,1,0.5,2,76
6576548,94,0,1,0.5,-1,2,1,0.5,2,76
6576640,95,1,1,-0.5,-1,1,1,-0.5,1,77
6576640,95,1,1,0.5,-1,2,1,-0.5,1,77
6576640,95,0,1,-0.5,-1,1,1,-0.5,2,77
6576640,95,1,1,0.5,-1,2,1,-0.5,2,77
6576640,95,1,1,-0.5,-1,1,1,0.5,1,77
6576640,95,0,1,0.5,-1,2,1,0.5,1,77
6576640,95,0,1,-0.5,-1,1,1,0.5,2,77
6576640,95,1,1,0.5,-1,2,1,0.5,2,77
6577301,98,1,1,-0.5,-1,1,1,-0.5,1,78
6577301,98,1,1,0.5,-1,2,1,-0.5,1,78
6577301,98,1,1,-0.5,-1,1,1,-0.5,2,78
6577301,98,0,1,0.5,-1,2,1,-0.5,2,78
6577301,98,0,1,-0.5,-1,1,1,0.5,1,78
6577301,98,0,1,0.5,-1,2,1,0.5,1,78
6577301,98,1,1,-0.5,-1,1,1,0.5,2,78
6577301,98,0,1,0.5,-1,2,1,0.5,2,78
6581436,101,0,1,-0.5,-1,1,1,-0.5,1,79
6581436,101,1,1,0.5,-1,2,1,-0.5,1,79
6581436,101,1,1,-0.5,-1,1,1,-0.5,2,79
6581436,101,0,1,0.5,-1,2,1,-0.5,2,79
6581436,101,0,1,-0.5,-1,1,1,0.5,1,79
6581436,101,1,1,0.5,-1,2,1,0.5,1,79
6581436,101,1,1,-0.5,-1,1,1,0.5,2,79
6581436,101,0,1,0.5,-1,2,1,0.5,2,79
6582871,105,1,1,-0.5,-1,1,1,-0.5,1,80
6582871,105,0,1,0.5,-1,2,1,-0.5,1,80
6582871,105,1,1,-0.5,-1,1,1,-0.5,2,80
6582871,105,0,1,0.5,-1,2,1,-0.5,2,80
6582871,105,0,1,-0.5,-1,1,1,0.5,1,80
6582871,105,0,1,0.5,-1,2,1,0.5,1,80
6582871,105,1,1,-0.5,-1,1,1,0.5,2,80
6582871,105,0,1,0.5,-1,2,1,0.5,2,80
6583058,106,1,1,-0.5,-1,1,1,-0.5,1,81
6583058,106,1,1,0.5,-1,2,1,-0.5,1,81
6583058,106,1,1,-0.5,-1,1,1,-0.5,2,81
6583058,106,0,1,0.5,-1,2,1,-0.5,2,81
6583058,106,0,1,-0.5,-1,1,1,0.5,1,81
6583058,106,1,1,0.5,-1,2,1,0.5,1,81
6583058,106,1,1,-0.5,-1,1,1,0.5,2,81
6583058,106,0,1,0.5,-1,2,1,0.5,2,81
6583073,107,1,1,-0.5,-1,1,1,-0.5,1,82
6583073,107,1,1,0.5,-1,2,1,-0.5,1,82
6583073,107,1,1,-0.5,-1,1,1,-0.5,2,82
6583073,107,1,1,0.5,-1,2,1,-0.5,2,82
6583073,107,1,1,-0.5,-1,1,1,0.5,1,82
6583073,107,0,1,0.5,-1,2,1,0.5,1,82
6583073,107,1,1,-0.5,-1,1,1,0.5,2,82
6583073,107,0,1,0.5,-1,2,1,0.5,2,82
6583134,108,1,1,-0.5,-1,1,1,-0.5,1,83
6583134,108,0,1,0.5,-1,2,1,-0.5,1,83
6583134,108,1,1,-0.5,-1,1,1,-0.5,2,83
6583134,108,0,1,0.5,-1,2,1,-0.5,2,83
6583134,108,1,1,-0.5,-1,1,1,0.5,1,83
6583134,108,1,1,0.5,-1,2,1,0.5,1,83
6583134,108,1,1,-0.5,-1,1,1,0.5,2,83
6583134,108,0,1,0.5,-1,2,1,0.5,2,83
6577334,113,0,1,-0.5,1,1,2,-0.5,1,84
6577334,113,1,1,0.5,1,2,2,-0.5,1,84
6577334,113,1,1,-0.5,1,1,2,-0.5,2,84
6577334,113,0,1,0.5,1,2,2,-0.5,2,84
6577334,113,1,1,-0.5,1,1,2,0.5,1,84
6577334,113,1,1,0.5,1,2,2,0.5,1,84
6577334,113,0,1,-0.5,1,1,2,0.5,2,84
6577334,113,1,1,0.5,1,2,2,0.5,2,84
6577319,114,0,1,-0.5,1,1,2,-0.5,1,85
6577319,114,0,1,0.5,1,2,2,-0.5,1,85
6577319,114,1,1,-0.5,1,1,2,-0.5,2,85
6577319,114,1,1,0.5,1,2,2,-0.5,2,85
6577319,114,0,1,-0.5,1,1,2,0.5,1,85
6577319,114,1,1,0.5,1,2,2,0.5,1,85
6577319,114,0,1,-0.5,1,1,2,0.5,2,85
6577319,114,0,1,0.5,1,2,2,0.5,2,85
6577345,116,1,1,-0.5,1,1,2,-0.5,1,86
6577345,116,1,1,0.5,1,2,2,-0.5,1,86
6577345,116,0,1,-0.5,1,1,2,-0.5,2,86
6577345,116,0,1,0.5,1,2,2,-0.5,2,86
6577345,116,1,1,-0.5,1,1,2,0.5,1,86
6577345,116,0,1,0.5,1,2,2,0.5,1,86
6577345,116,0,1,-0.5,1,1,2,0.5,2,86
6577345,116,1,1,0.5,1,2,2,0.5,2,86
6581442,118,1,1,-0.5,1,1,2,-0.5,1,87
6581442,118,1,1,0.5,1,2,2,-0.5,1,87
6581442,118,1,1,-0.5,1,1,2,-0.5,2,87
6581442,118,0,1,0.5,1,2,2,-0.5,2,87
6581442,118,0,1,-0.5,1,1,2,0.5,1,87
6581442,118,0,1,0.5,1,2,2,0.5,1,87
6581442,118,1,1,-0.5,1,1,2,0.5,2,87
6581442,118,0,1,0.5,1,2,2,0.5,2,87
6581449,119,1,1,-0.5,1,1,2,-0.5,1,88
6581449,119,1,1,0.5,1,2,2,-0.5,1,88
6581449,119,1,1,-0.5,1,1,2,-0.5,2,88
6581449,119,0,1,0.5,1,2,2,-0.5,2,88
6581449,119,1,1,-0.5,1,1,2,0.5,1,88
6581449,119,0,1,0.5,1,2,2,0.5,1,88
6581449,119,1,1,-0.5,1,1,2,0.5,2,88
6581449,119,0,1,0.5,1,2,2,0.5,2,88
6581500,121,1,1,-0.5,1,1,2,-0.5,1,89
6581500,121,1,1,0.5,1,2,2,-0.5,1,89
6581500,121,0,1,-0.5,1,1,2,-0.5,2,89
6581500,121,1,1,0.5,1,2,2,-0.5,2,89
6581500,121,1,1,-0.5,1,1,2,0.5,1,89
6581500,121,0,1,0.5,1,2,2,0.5,1,89
6581500,121,0,1,-0.5,1,1,2,0.5,2,89
6581500,121,0,1,0.5,1,2,2,0.5,2,89
6582987,122,1,1,-0.5,1,1,2,-0.5,1,90
6582987,122,1,1,0.5,1,2,2,-0.5,1,90
6582987,122,1,1,-0.5,1,1,2,-0.5,2,90
6582987,122,1,1,0.5,1,2,2,-0.5,2,90
6582987,122,1,1,-0.5,1,1,2,0.5,1,90
6582987,122,0,1,0.5,1,2,2,0.5,1,90
6582987,122,0,1,-0.5,1,1,2,0.5,2,90
6582987,122,0,1,0.5,1,2,2,0.5,2,90
6583190,124,1,1,-0.5,1,1,2,-0.5,1,91
6583190,124,1,1,0.5,1,2,2,-0.5,1,91
6583190,124,0,1,-0.5,1,1,2,-0.5,2,91
6583190,124,0,1,0.5,1,2,2,-0.5,2,91
6583190,124,0,1,-0.5,1,1,2,0.5,1,91
6583190,124,0,1,0.5,1,2,2,0.5,1,91
6583190,124,0,1,-0.5,1,1,2,0.5,2,91
6583190,124,0,1,0.5,1,2,2,0.5,2,91
6583966,125,1,1,-0.5,1,1,2,-0.5,1,92
6583966,125,1,1,0.5,1,2,2,-0.5,1,92
6583966,125,1,1,-0.5,1,1,2,-0.5,2,92
6583966,125,0,1,0.5,1,2,2,-0.5,2,92
6583966,125,0,1,-0.5,1,1,2,0.5,1,92
6583966,125,0,1,0.5,1,2,2,0.5,1,92
6583966,125,0,1,-0.5,1,1,2,0.5,2,92
6583966,125,0,1,0.5,1,2,2,0.5,2,92
6576552,126,1,1,-0.5,-1,1,1,-0.5,1,93
6576552,126,0,1,0.5,-1,2,1,-0.5,1,93
6576552,126,1,1,-0.5,-1,1,1,-0.5,2,93
6576552,126,0,1,0.5,-1,2,1,-0.5,2,93
6576552,126,1,1,-0.5,-1,1,1,0.5,1,93
6576552,126,0,1,0.5,-1,2,1,0.5,1,93
6576552,126,0,1,-0.5,-1,1,1,0.5,2,93
6576552,126,1,1,0.5,-1,2,1,0.5,2,93
6576642,128,0,1,-0.5,-1,1,1,-0.5,1,94
6576642,128,1,1,0.5,-1,2,1,-0.5,1,94
6576642,128,1,1,-0.5,-1,1,1,-0.5,2,94
6576642,128,1,1,0.5,-1,2,1,-0.5,2,94
6576642,128,1,1,-0.5,-1,1,1,0.5,1,94
6576642,128,0,1,0.5,-1,2,1,0.5,1,94
6576642,128,1,1,-0.5,-1,1,1,0.5,2,94
6576642,128,0,1,0.5,-1,2,1,0.5,2,94
6576935,129,1,1,-0.5,-1,1,1,-0.5,1,95
6576935,129,0,1,0.5,-1,2,1,-0.5,1,95
6576935,129,1,1,-0.5,-1,1,1,-0.5,2,95
6576935,129,1,1,0.5,-1,2,1,-0.5,2,95
6576935,129,0,1,-0.5,-1,1,1,0.5,1,95
6576935,129,1,1,0.5,-1,2,1,0.5,1,95
6576935,129,0,1,-0.5,-1,1,1,0.5,2,95
6576935,129,1,1,0.5,-1,2,1,0.5,2,95
6577354,130,0,1,-0.5,-1,1,1,-0.5,1,96
6577354,130,0,1,0.5,-1,2,1,-0.5,1,96
6577354,130,1,1,-0.5,-1,1,1,-0.5,2,96
6577354,130,0,1,0.5,-1,2,1,-0.5,2,96
6577354,130,1,1,-0.5,-1,1,1,0.5,1,96
6577354,130,0,1,0.5,-1,2,1,0.5,1,96
6577354,130,1,1,-0.5,-1,1,1,0.5,2,96
6577354,130,0,1,0.5,-1,2,1,0.5,2,96
6577335,131,1,1,-0.5,-1,1,1,-0.5,1,97
6577335,131,0,1,0.5,-1,2,1,-0.5,1,97
6577335,131,0,1,-0.5,-1,1,1,-0.5,2,97
6577335,131,1,1,0.5,-1,2,1,-0.5,2,97
6577335,131,1,1,-0.5,-1,1,1,0.5,1,97
6577335,131,0,1,0.5,-1,2,1,0.5,1,97
6577335,131,0,1,-0.5,-1,1,1,0.5,2,97
6577335,131,1,1,0.5,-1,2,1,0.5,2,97
6577339,132,1,1,-0.5,-1,1,1,-0.5,1,98
6577339,132,0,1,0.5,-1,2,1,-0.5,1,98
6577339,132,0,1,-0.5,-1,1,1,-0.5,2,98
6577339,132,1,1,0.5,-1,2,1,-0.5,2,98
6577339,132,0,1,-0.5,-1,1,1,0.5,1,98
6577339,132,1,1,0.5,-1,2,1,0.5,1,98
6577339,132,0,1,-0.5,-1,1,1,0.5,2,98
6577339,132,0,1,0.5,-1,2,1,0.5,2,98
6581414,134,1,1,-0.5,-1,1,1,-0.5,1,99
6581414,134,0,1,0.5,-1,2,1,-0.5,1,99
6581414,134,1,1,-0.5,-1,1,1,-0.5,2,99
6581414,134,0,1,0.5,-1,2,1,-0.5,2,99
6581414,134,1,1,-0.5,-1,1,1,0.5,1,99
6581414,134,1,1,0.5,-1,2,1,0.5,1,99
6581414,134,0,1,-0.5,-1,1,1,0.5,2,99
6581414,134,1,1,0.5,-1,2,1,0.5,2,99
6581435,135,0,1,-0.5,-1,1,1,-0.5,1,100
6581435,135,0,1,0.5,-1,2,1,-0.5,1,100
6581435,135,1,1,-0.5,-1,1,1,-0.5,2,100
6581435,135,1,1,0.5,-1,2,1,-0.5,2,100
6581435,135,0,1,-0.5,-1,1,1,0.5,1,100
6581435,135,0,1,0.5,-1,2,1,0.5,1,100
6581435,135,1,1,-0.5,-1,1,1,0.5,2,100
6581435,135,1,1,0.5,-1,2,1,0.5,2,100
6581440,136,0,1,-0.5,-1,1,1,-0.5,1,101
6581440,136,1,1,0.5,-1,2,1,-0.5,1,101
6581440,136,1,1,-0.5,-1,1,1,-0.5,2,101
6581440,136,0,1,0.5,-1,2,1,-0.5,2,101
6581440,136,1,1,-0.5,-1,1,1,0.5,1,101
6581440,136,1,1,0.5,-1,2,1,0.5,1,101
6581440,136,1,1,-0.5,-1,1,1,0.5,2,101
6581440,136,1,1,0.5,-1,2,1,0.5,2,101
6581656,137,1,1,-0.5,-1,1,1,-0.5,1,102
6581656,137,1,1,0.5,-1,2,1,-0.5,1,102
6581656,137,0,1,-0.5,-1,1,1,-0.5,2,102
6581656,137,1,1,0.5,-1,2,1,-0.5,2,102
6581656,137,1,1,-0.5,-1,1,1,0.5,1,102
6581656,137,1,1,0.5,-1,2,1,0.5,1,102
6581656,137,0,1,-0.5,-1,1,1,0.5,2,102
6581656,137,1,1,0.5,-1,2,1,0.5,2,102
6583002,138,1,1,-0.5,-1,1,1,-0.5,1,103
6583002,138,0,1,0.5,-1,2,1,-0.5,1,103
6583002,138,1,1,-0.5,-1,1,1,-0.5,2,103
6583002,138,0,1,0.5,-1,2,1,-0.5,2,103
6583002,138,1,1,-0.5,-1,1,1,0.5,1,103
6583002,138,0,1,0.5,-1,2,1,0.5,1,103
6583002,138,1,1,-0.5,-1,1,1,0.5,2,103
6583002,138,0,1,0.5,-1,2,1,0.5,2,103
6583231,140,1,1,-0.5,-1,1,1,-0.5,1,104
6583231,140,0,1,0.5,-1,2,1,-0.5,1,104
6583231,140,1,1,-0.5,-1,1,1,-0.5,2,104
6583231,140,0,1,0.5,-1,2,1,-0.5,2,104
6583231,140,1,1,-0.5,-1,1,1,0.5,1,104
6583231,140,1,1,0.5,-1,2,1,0.5,1,104
6583231,140,1,1,-0.5,-1,1,1,0.5,2,104
6583231,140,0,1,0.5,-1,2,1,0.5,2,104
6576585,141,0,1,-0.5,1,1,2,-0.5,1,105
6576585,141,1,1,0.5,1,2,2,-0.5,1,105
6576585,141,1,1,-0.5,1,1,2,-0.5,2,105
6576585,141,0,1,0.5,1,2,2,-0.5,2,105
6576585,141,0,1,-0.5,1,1,2,0.5,1,105
6576585,141,1,1,0.5,1,2,2,0.5,1,105
6576585,141,0,1,-0.5,1,1,2,0.5,2,105
6576585,141,0,1,0.5,1,2,2,0.5,2,105
6576616,142,0,1,-0.5,1,1,2,-0.5,1,106
6576616,142,1,1,0.5,1,2,2,-0.5,1,106
6576616,142,1,1,-0.5,1,1,2,-0.5,2,106
6576616,142,1,1,0.5,1,2,2,-0.5,2,106
6576616,142,1,1,-0.5,1,1,2,0.5,1,106
6576616,142,1,1,0.5,1,2,2,0.5,1,106
6576616,142,1,1,-0.5,1,1,2,0.5,2,106
6576616,142,0,1,0.5,1,2,2,0.5,2,106
6577428,146,0,1,-0.5,1,1,2,-0.5,1,107
6577428,146,1,1,0.5,1,2,2,-0.5,1,107
6577428,146,1,1,-0.5,1,1,2,-0.5,2,107
6577428,146,1,1,0.5,1,2,2,-0.5,2,107
6577428,146,1,1,-0.5,1,1,2,0.5,1,107
6577428,146,0,1,0.5,1,2,2,0.5,1,107
6577428,146,0,1,-0.5,1,1,2,0.5,2,107
6577428,146,1,1,0.5,1,2,2,0.5,2,107
6577308,147,1,1,-0.5,1,1,2,-0.5,1,108
6577308,147,1,1,0.5,1,2,2,-0.5,1,108
6577308,147,1,1,-0.5,1,1,2,-0.5,2,108
6577308,147,1,1,0.5,1,2,2,-0.5,2,108
6577308,147,0,1,-0.5,1,1,2,0.5,1,108
6577308,147,0,1,0.5,1,2,2,0.5,1,108
6577308,147,0,1,-0.5,1,1,2,0.5,2,108
6577308,147,1,1,0.5,1,2,2,0.5,2,108
6581443,148,0,1,-0.5,1,1,2,-0.5,1,109
6581443,148,1,1,0.5,1,2,2,-0.5,1,109
6581443,148,1,1,-0.5,1,1,2,-0.5,2,109
6581443,148,1,1,0.5,1,2,2,-0.5,2,109
6581443,148,0,1,-0.5,1,1,2,0.5,1,109
6581443,148,1,1,0.5,1,2,2,0.5,1,109
6581443,148,0,1,-0.5,1,1,2,0.5,2,109
6581443,148,1,1,0.5,1,2,2,0.5,2,109
6581502,150,1,1,-0.5,1,1,2,-0.5,1,110
6581502,150,1,1,0.5,1,2,2,-0.5,1,110
6581502,150,1,1,-0.5,1,1,2,-0.5,2,110
6581502,150,0,1,0.5,1,2,2,-0.5,2,110
6581502,150,0,1,-0.5,1,1,2,0.5,1,110
6581502,150,1,1,0.5,1,2,2,0.5,1,110
6581502,150,1,1,-0.5,1,1,2,0.5,2,110
6581502,150,0,1,0.5,1,2,2,0.5,2,110
6583155,154,0,1,-0.5,1,1,2,-0.5,1,111
6583155,154,1,1,0.5,1,2,2,-0.5,1,111
6583155,154,1,1,-0.5,1,1,2,-0.5,2,111
6583155,154,1,1,0.5,1,2,2,-0.5,2,111
6583155,154,1,1,-0.5,1,1,2,0.5,1,111
6583155,154,0,1,0.5,1,2,2,0.5,1,111
6583155,154,0,1,-0.5,1,1,2,0.5,2,111
6583155,154,1,1,0.5,1,2,2,0.5,2,111
6576590,155,0,1,-0.5,1,1,2,-0.5,1,112
6576590,155,0,1,0.5,1,2,2,-0.5,1,112
6576590,155,1,1,-0.5,1,1,2,-0.5,2,112
6576590,155,1,1,0.5,1,2,2,-0.5,2,112
6576590,155,1,1,-0.5,1,1,2,0.5,1,112
6576590,155,1,1,0.5,1,2,2,0.5,1,112
6576590,155,0,1,-0.5,1,1,2,0.5,2,112
6576590,155,0,1,0.5,1,2,2,0.5,2,112
6576723,156,0,1,-0.5,1,1,2,-0.5,1,113
6576723,156,1,1,0.5,1,2,2,-0.5,1,113
6576723,156,1,1,-0.5,1,1,2,-0.5,2,113
6576723,156,0,1,0.5,1,2,2,-0.5,2,113
6576723,156,1,1,-0.5,1,1,2,0.5,1,113
6576723,156,0,1,0.5,1,2,2,0.5,1,113
6576723,156,0,1,-0.5,1,1,2,0.5,2,113
6576723,156,1,1,0.5,1,2,2,0.5,2,113
6577041,157,0,1,-0.5,1,1,2,-0.5,1,114
6577041,157,1,1,0.5,1,2,2,-0.5,1,114
6577041,157,1,1,-0.5,1,1,2,-0.5,2,114
6577041,157,0,1,0.5,1,2,2,-0.5,2,114
6577041,157,1,1,-0.5,1,1,2,0.5,1,114
6577041,157,0,1,0.5,1,2,2,0.5,1,114
6577041,157,1,1,-0.5,1,1,2,0.5,2,114
6577041,157,1,1,0.5,1,2,2,0.5,2,114
6577342,158,0,1,-0.5,1,1,2,-0.5,1,115
6577342,158,0,1,0.5,1,2,2,-0.5,1,115
6577342,158,1,1,-0.5,1,1,2,-0.5,2,115
6577342,158,1,1,0.5,1,2,2,-0.5,2,115
6577342,158,1,1,-0.5,1,1,2,0.5,1,115
6577342,158,1,1,0.5,1,2,2,0.5,1,115
6577342,158,0,1,-0.5,1,1,2,0.5,2,115
6577342,158,0,1,0.5,1,2,2,0.5,2,115
6577346,159,1,1,-0.5,1,1,2,-0.5,1,116
6577346,159,0,1,0.5,1,2,2,-0.5,1,116
6577346,159,1,1,-0.5,1,1,2,-0.5,2,116
6577346,159,1,1,0.5,1,2,2,-0.5,2,116
6577346,159,1,1,-0.5,1,1,2,0.5,1,116
6577346,159,1,1,0.5,1,2,2,0.5,1,116
6577346,159,0,1,-0.5,1,1,2,0.5,2,116
6577346,159,0,1,0.5,1,2,2,0.5,2,116
6577419,160,1,1,-0.5,1,1,2,-0.5,1,117
6577419,160,0,1,0.5,1,2,2,-0.5,1,117
6577419,160,1,1,-0.5,1,1,2,-0.5,2,117
6577419,160,0,1,0.5,1,2,2,-0.5,2,117
6577419,160,1,1,-0.5,1,1,2,0.5,1,117
6577419,160,1,1,0.5,1,2,2,0.5,1,117
6577419,160,0,1,-0.5,1,1,2,0.5,2,117
6577419,160,1,1,0.5,1,2,2,0.5,2,117
6581427,162,1,1,-0.5,1,1,2,-0.5,1,118
6581427,162,1,1,0.5,1,2,2,-0.5,1,118
6581427,162,1,1,-0.5,1,1,2,-0.5,2,118
6581427,162,0,1,0.5,1,2,2,-0.5,2,118
6581427,162,1,1,-0.5,1,1,2,0.5,1,118
6581427,162,1,1,0.5,1,2,2,0.5,1,118
