SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,sub_idx
6583000,30,1,1,-0.5,-1,1,1,0.5,29
6583000,30,1,1,0.5,-1,2,1,0.5,29
6583211,31,1,1,-0.5,-1,1,1,-0.5,30
6583211,31,1,1,0.5,-1,2,1,-0.5,30
6583211,31,0,1,-0.5,-1,1,1,0.5,30
6583211,31,0,1,0.5,-1,2,1,0.5,30
6576547,32,1,1,-0.5,1,1,2,-0.5,31
6576547,32,0,1,0.5,1,2,2,-0.5,31
6576547,32,0,1,-0.5,1,1,2,0.5,31
6576547,32,1,1,0.5,1,2,2,0.5,31
6576624,33,1,1,-0.5,1,1,2,-0.5,32
6576624,33,1,1,0.5,1,2,2,-0.5,32
6576624,33,1,1,-0.5,1,1,2,0.5,32
6576624,33,1,1,0.5,1,2,2,0.5,32
6576647,34,0,1,-0.5,1,1,2,-0.5,33
6576647,34,1,1,0.5,1,2,2,-0.5,33
6576647,34,1,1,-0.5,1,1,2,0.5,33
6576647,34,1,1,0.5,1,2,2,0.5,33
6577311,35,1,1,-0.5,1,1,2,-0.5,34
6577311,35,1,1,0.5,1,2,2,-0.5,34
6577311,35,1,1,-0.5,1,1,2,0.5,34
6577311,35,0,1,0.5,1,2,2,0.5,34
6577325,36,1,1,-0.5,1,1,2,-0.5,35
6577325,36,0,1,0.5,1,2,2,-0.5,35
6577325,36,0,1,-0.5,1,1,2,0.5,35
6577325,36,1,1,0.5,1,2,2,0.5,35
6577374,37,0,1,-0.5,1,1,2,-0.5,36
6577374,37,1,1,0.5,1,2,2,-0.5,36
6577374,37,1,1,-0.5,1,1,2,0.5,36
6577374,37,0,1,0.5,1,2,2,0.5,36
6577493,38,1,1,-0.5,1,1,2,-0.5,37
6577493,38,1,1,0.5,1,2,2,-0.5,37
6577493,38,1,1,-0.5,1,1,2,0.5,37
6577493,38,1,1,0.5,1,2,2,0.5,37
6581457,40,1,1,-0.5,1,1,2,-0.5,38
6581457,40,0,1,0.5,1,2,2,-0.5,38
6581457,40,0,1,-0.5,1,1,2,0.5,38
6581457,40,1,1,0.5,1,2,2,0.5,38
6581473,41,1,1,-0.5,1,1,2,-0.5,39
6581473,41,1,1,0.5,1,2,2,-0.5,39
6581473,41,1,1,-0.5,1,1,2,0.5,39
6581473,41,1,1,0.5,1,2,2,0.5,39
6581482,42,1,1,-0.5,1,1,2,-0.5,40
6581482,42,1,1,0.5,1,2,2,-0.5,40
6581482,42,1,1,-0.5,1,1,2,0.5,40
6581482,42,1,1,0.5,1,2,2,0.5,40
6582995,44,1,1,-0.5,1,1,2,-0.5,41
6582995,44,1,1,0.5,1,2,2,-0.5,41
6582995,44,1,1,-0.5,1,1,2,0.5,41
6582995,44,0,1,0.5,1,2,2,0.5,41
6583070,45,1,1,-0.5,1,1,2,-0.5,42
6583070,45,1,1,0.5,1,2,2,-0.5,42
6583070,45,0,1,-0.5,1,1,2,0.5,42
6583070,45,0,1,0.5,1,2,2,0.5,42
6583839,47,0,1,-0.5,1,1,2,-0.5,43
6583839,47,1,1,0.5,1,2,2,-0.5,43
6583839,47,1,1,-0.5,1,1,2,0.5,43
6583839,47,1,1,0.5,1,2,2,0.5,43
6576577,48,1,1,-0.5,1,1,2,-0.5,44
6576577,48,1,1,0.5,1,2,2,-0.5,44
6576577,48,1,1,-0.5,1,1,2,0.5,44
6576577,48,0,1,0.5,1,2,2,0.5,44
6576671,49,1,1,-0.5,1,1,2,-0.5,45
6576671,49,1,1,0.5,1,2,2,-0.5,45
6576671,49,0,1,-0.5,1,1,2,0.5,45
6576671,49,0,1,0.5,1,2,2,0.5,45
6576614,50,1,1,-0.5,1,1,2,-0.5,46
6576614,50,0,1,0.5,1,2,2,-0.5,46
6576614,50,0,1,-0.5,1,1,2,0.5,46
6576614,50,0,1,0.5,1,2,2,0.5,46
6577313,51,0,1,-0.5,1,1,2,-0.5,47
6577313,51,1,1,0.5,1,2,2,-0.5,47
6577313,51,1,1,-0.5,1,1,2,0.5,47
6577313,51,1,1,0.5,1,2,2,0.5,47
6577307,52,1,1,-0.5,1,1,2,-0.5,48
6577307,52,0,1,0.5,1,2,2,-0.5,48
6577307,52,1,1,-0.5,1,1,2,0.5,48
6577307,52,0,1,0.5,1,2,2,0.5,48
6577350,53,1,1,-0.5,1,1,2,-0.5,49
6577350,53,1,1,0.5,1,2,2,-0.5,49
6577350,53,1,1,-0.5,1,1,2,0.5,49
6577350,53,1,1,0.5,1,2,2,0.5,49
6577363,54,1,1,-0.5,1,1,2,-0.5,50
6577363,54,1,1,0.5,1,2,2,-0.5,50
6577363,54,0,1,-0.5,1,1,2,0.5,50
6577363,54,0,1,0.5,1,2,2,0.5,50
6577883,55,1,1,-0.5,1,1,2,-0.5,51
6577883,55,1,1,0.5,1,2,2,-0.5,51
6577883,55,0,1,-0.5,1,1,2,0.5,51
6577883,55,1,1,0.5,1,2,2,0.5,51
6581471,56,0,1,-0.5,1,1,2,-0.5,52
6581471,56,1,1,0.5,1,2,2,-0.5,52
6581471,56,1,1,-0.5,1,1,2,0.5,52
6581471,56,1,1,0.5,1,2,2,0.5,52
6581416,57,1,1,-0.5,1,1,2,-0.5,53
6581416,57,0,1,0.5,1,2,2,-0.5,53
6581416,57,0,1,-0.5,1,1,2,0.5,53
6581416,57,1,1,0.5,1,2,2,0.5,53
6581441,58,1,1,-0.5,1,1,2,-0.5,54
6581441,58,1,1,0.5,1,2,2,-0.5,54
6581441,58,1,1,-0.5,1,1,2,0.5,54
6581441,58,1,1,0.5,1,2,2,0.5,54
6583063,59,1,1,-0.5,1,1,2,-0.5,55
6583063,59,1,1,0.5,1,2,2,-0.5,55
6583063,59,1,1,-0.5,1,1,2,0.5,55
6583063,59,1,1,0.5,1,2,2,0.5,55
6583120,60,1,1,-0.5,1,1,2,-0.5,56
6583120,60,0,1,0.5,1,2,2,-0.5,56
6583120,60,1,1,-0.5,1,1,2,0.5,56
6583120,60,0,1,0.5,1,2,2,0.5,56
6583198,62,1,1,-0.5,1,1,2,-0.5,57
6583198,62,1,1,0.5,1,2,2,-0.5,57
6583198,62,0,1,-0.5,1,1,2,0.5,57
6583198,62,1,1,0.5,1,2,2,0.5,57
6576593,63,1,1,-0.5,-1,1,1,-0.5,58
6576593,63,1,1,0.5,-1,2,1,-0.5,58
6576593,63,1,1,-0.5,-1,1,1,0.5,58
6576593,63,1,1,0.5,-1,2,1,0.5,58
6576627,64,1,1,-0.5,-1,1,1,-0.5,59
6576627,64,0,1,0.5,-1,2,1,-0.5,59
6576627,64,1,1,-0.5,-1,1,1,0.5,59
6576627,64,0,1,0.5,-1,2,1,0.5,59
6577329,66,0,1,-0.5,-1,1,1,-0.5,60
6577329,66,0,1,0.5,-1,2,1,-0.5,60
6577329,66,1,1,-0.5,-1,1,1,0.5,60
6577329,66,1,1,0.5,-1,2,1,0.5,60
6577309,67,1,1,-0.5,-1,1,1,-0.5,61
6577309,67,0,1,0.5,-1,2,1,-0.5,61
6577309,67,1,1,-0.5,-1,1,1,0.5,61
6577309,67,0,1,0.5,-1,2,1,0.5,61
6577391,68,1,1,-0.5,-1,1,1,-0.5,62
6577391,68,0,1,0.5,-1,2,1,-0.5,62
6577391,68,1,1,-0.5,-1,1,1,0.5,62
6577391,68,1,1,0.5,-1,2,1,0.5,62
6577369,69,1,1,-0.5,-1,1,1,-0.5,63
6577369,69,1,1,0.5,-1,2,1,-0.5,63
6577369,69,0,1,-0.5,-1,1,1,0.5,63
6577369,69,1,1,0.5,-1,2,1,0.5,63
6577895,70,1,1,-0.5,-1,1,1,-0.5,64
6577895,70,0,1,0.5,-1,2,1,-0.5,64
6577895,70,1,1,-0.5,-1,1,1,0.5,64
6577895,70,0,1,0.5,-1,2,1,0.5,64
6581421,71,1,1,-0.5,-1,1,1,-0.5,65
6581421,71,0,1,0.5,-1,2,1,-0.5,65
6581421,71,1,1,-0.5,-1,1,1,0.5,65
6581421,71,0,1,0.5,-1,2,1,0.5,65
6581462,72,1,1,-0.5,-1,1,1,-0.5,66
6581462,72,0,1,0.5,-1,2,1,-0.5,66
6581462,72,1,1,-0.5,-1,1,1,0.5,66
6581462,72,0,1,0.5,-1,2,1,0.5,66
6581463,73,1,1,-0.5,-1,1,1,-0.5,67
6581463,73,0,1,0.5,-1,2,1,-0.5,67
6581463,73,1,1,-0.5,-1,1,1,0.5,67
6581463,73,0,1,0.5,-1,2,1,0.5,67
6583074,75,0,1,-0.5,-1,1,1,-0.5,68
6583074,75,1,1,0.5,-1,2,1,-0.5,68
