SubID,subject,correct,total_trials,trial_type,expected,condition,condition_non_rec,probe_type,sub_idx
6581425,86,2,6,2,-0.5,1,2,0.5,85
6581425,86,7,12,2,0.5,1,2,0.5,85
6581451,87,4,6,2,-0.5,1,2,-0.5,86
6581451,87,5,12,2,0.5,1,2,-0.5,86
6581451,87,4,9,1,-0.5,1,2,0.5,86
6581451,87,4,9,1,0.5,1,2,0.5,86
6581451,87,1,6,2,-0.5,1,2,0.5,86
6581451,87,8,12,2,0.5,1,2,0.5,86
6581516,88,4,6,2,-0.5,1,2,-0.5,87
6581516,88,10,12,2,0.5,1,2,-0.5,87
6581516,88,4,9,1,-0.5,1,2,0.5,87
6581516,88,6,9,1,0.5,1,2,0.5,87
6581516,88,4,6,2,-0.5,1,2,0.5,87
6581516,88,8,12,2,0.5,1,2,0.5,87
6581464,89,6,6,2,-0.5,1,2,-0.5,88
6581464,89,10,12,2,0.5,1,2,-0.5,88
6581464,89,8,9,1,-0.5,1,2,0.5,88
6581464,89,6,9,1,0.5,1,2,0.5,88
6581464,89,4,6,2,-0.5,1,2,0.5,88
6581464,89,11,12,2,0.5,1,2,0.5,88
6582981,90,4,6,2,-0.5,1,2,-0.5,89
6582981,90,10,12,2,0.5,1,2,-0.5,89
6582981,90,6,9,1,-0.5,1,2,0.5,89
6582981,90,8,9,1,0.5,1,2,0.5,89
6582981,90,4,6,2,-0.5,1,2,0.5,89
6582981,90,10,12,2,0.5,1,2,0.5,89
6583066,91,6,6,2,-0.5,1,2,-0.5,90
6583066,91,11,12,2,0.5,1,2,-0.5,90
6583066,91,2,9,1,-0.5,1,2,0.5,90
6583066,91,5,9,1,0.5,1,2,0.5,90
6583066,91,4,6,2,-0.5,1,2,0.5,90
6583066,91,7,12,2,0.5,1,2,0.5,90
6583421,92,6,6,2,-0.5,1,2,-0.5,91
6583421,92,4,12,2,0.5,1,2,-0.5,91
6583421,92,7,9,1,-0.5,1,2,0.5,91
6583421,92,3,9,1,0.5,1,2,0.5,91
6583421,92,4,6,2,-0.5,1,2,0.5,91
6583421,92,5,12,2,0.5,1,2,0.5,91
6582991,93,5,6,2,-0.5,1,2,-0.5,92
6582991,93,7,12,2,0.5,1,2,-0.5,92
6582991,93,8,9,1,-0.5,1,2,0.5,92
6582991,93,7,9,1,0.5,1,2,0.5,92
6582991,93,3,6,2,-0.5,1,2,0.5,92
6582991,93,4,12,2,0.5,1,2,0.5,92
6576548,94,6,6,2,-0.5,-1,1,-0.5,93
6576548,94,6,12,2,0.5,-1,1,-0.5,93
6576548,94,9,9,1,-0.5,-1,1,0.5,93
6576548,94,9,9,1,0.5,-1,1,0.5,93
6576548,94,1,6,2,-0.5,-1,1,0.5,93
6576548,94,7,12,2,0.5,-1,1,0.5,93
6576640,95,4,6,2,-0.5,-1,1,-0.5,94
6576640,95,9,12,2,0.5,-1,1,-0.5,94
6576640,95,3,9,1,-0.5,-1,1,0.5,94
6576640,95,3,9,1,0.5,-1,1,0.5,94
6576640,95,5,6,2,-0.5,-1,1,0.5,94
6576640,95,9,12,2,0.5,-1,1,0.5,94
6576603,96,2,6,2,-0.5,-1,1,-0.5,95
6576603,96,6,12,2,0.5,-1,1,-0.5,95
6576603,96,7,9,1,-0.5,-1,1,0.5,95
6576603,96,6,9,1,0.5,-1,1,0.5,95
6576603,96,4,6,2,-0.5,-1,1,0.5,95
6576603,96,5,12,2,0.5,-1,1,0.5,95
6576774,97,3,6,2,-0.5,-1,1,-0.5,96
6576774,97,5,12,2,0.5,-1,1,-0.5,96
6576774,97,4,9,1,-0.5,-1,1,0.5,96
6576774,97,4,9,1,0.5,-1,1,0.5,96
6576774,97,3,6,2,-0.5,-1,1,0.5,96
6576774,97,1,12,2,0.5,-1,1,0.5,96
6577301,98,5,6,2,-0.5,-1,1,-0.5,97
6577301,98,11,12,2,0.5,-1,1,-0.5,97
6577301,98,9,9,1,-0.5,-1,1,0.5,97
6577301,98,8,9,1,0.5,-1,1,0.5,97
6577301,98,5,6,2,-0.5,-1,1,0.5,97
6577301,98,10,12,2,0.5,-1,1,0.5,97
6577338,99,2,6,2,-0.5,-1,1,-0.5,98
6577338,99,7,12,2,0.5,-1,1,-0.5,98
6577338,99,1,9,1,-0.5,-1,1,0.5,98
6577338,99,5,9,1,0.5,-1,1,0.5,98
6577338,99,4,6,2,-0.5,-1,1,0.5,98
6577338,99,6,12,2,0.5,-1,1,0.5,98
6581436,101,5,6,2,-0.5,-1,1,-0.5,99
6581436,101,8,12,2,0.5,-1,1,-0.5,99
6581436,101,7,9,1,-0.5,-1,1,0.5,99
6581436,101,9,9,1,0.5,-1,1,0.5,99
6581436,101,4,6,2,-0.5,-1,1,0.5,99
6581436,101,10,12,2,0.5,-1,1,0.5,99
6581431,102,3,6,2,-0.5,-1,1,-0.5,100
6581431,102,7,12,2,0.5,-1,1,-0.5,100
6581431,102,9,9,1,-0.5,-1,1,0.5,100
6581431,102,9,9,1,0.5,-1,1,0.5,100
6581431,102,3,6,2,-0.5,-1,1,0.5,100
6581431,102,8,12,2,0.5,-1,1,0.5,100
6581419,103,4,6,2,-0.5,-1,1,-0.5,101
6581419,103,7,12,2,0.5,-1,1,-0.5,101
6581419,103,9,9,1,-0.5,-1,1,0.5,101
6581419,103,8,9,1,0.5,-1,1,0.5,101
6581419,103,2,6,2,-0.5,-1,1,0.5,101
6581419,103,5,12,2,0.5,-1,1,0.5,101
6581469,104,4,6,2,-0.5,-1,1,-0.5,102
6581469,104,8,12,2,0.5,-1,1,-0.5,102
6581469,104,6,9,1,-0.5,-1,1,0.5,102
6581469,104,4,9,1,0.5,-1,1,0.5,102
6581469,104,3,6,2,-0.5,-1,1,0.5,102
6581469,104,6,12,2,0.5,-1,1,0.5,102
6582871,105,6,6,2,-0.5,-1,1,-0.5,103
6582871,105,11,12,2,0.5,-1,1,-0.5,103
6582871,105,9,9,1,-0.5,-1,1,0.5,103
6582871,105,9,9,1,0.5,-1,1,0.5,103
6582871,105,5,6,2,-0.5,-1,1,0.5,103
6582871,105,11,12,2,0.5,-1,1,0.5,103
6583058,106,3,6,2,-0.5,-1,1,-0.5,104
6583058,106,2,12,2,0.5,-1,1,-0.5,104
6583058,106,9,9,1,-0.5,-1,1,0.5,104
6583058,106,9,9,1,0.5,-1,1,0.5,104
6583058,106,3,6,2,-0.5,-1,1,0.5,104
6583058,106,8,12,2,0.5,-1,1,0.5,104
6583073,107,3,6,2,-0.5,-1,1,-0.5,105
6583073,107,11,12,2,0.5,-1,1,-0.5,105
6583073,107,9,9,1,-0.5,-1,1,0.5,105
6583073,107,8,9,1,0.5,-1,1,0.5,105
6583073,107,2,6,2,-0.5,-1,1,0.5,105
6583073,107,12,12,2,0.5,-1,1,0.5,105
6583134,108,6,6,2,-0.5,-1,1,-0.5,106
6583134,108,4,12,2,0.5,-1,1,-0.5,106
6583134,108,9,9,1,-0.5,-1,1,0.5,106
6583134,108,9,9,1,0.5,-1,1,0.5,106
6583134,108,2,6,2,-0.5,-1,1,0.5,106
6583134,108,4,12,2,0.5,-1,1,0.5,106
6583843,109,3,6,2,-0.5,-1,1,-0.5,107
6583843,109,9,12,2,0.5,-1,1,-0.5,107
6583843,109,7,9,1,-0.5,-1,1,0.5,107
6583843,109,6,9,1,0.5,-1,1,0.5,107
6583843,109,3,6,2,-0.5,-1,1,0.5,107
6583843,109,7,12,2,0.5,-1,1,0.5,107
6576538,110,4,6,2,-0.5,1,2,-0.5,108
6576538,110,10,12,2,0.5,1,2,-0.5,108
6576538,110,7,9,1,-0.5,1,2,0.5,108
6576538,110,9,9,1,0.5,1,2,0.5,108
6576538,110,4,6,2,-0.5,1,2,0.5,108
6576538,110,9,12,2,0.5,1,2,0.5,108
6576604,111,5,6,2,-0.5,1,2,-0.5,109
6576604,111,12,12,2,0.5,1,2,-0.5,109
6576604,111,3,9,1,-0.5,1,2,0.5,109
6576604,111,5,9,1,0.5,1,2,0.5,109
6576604,111,3,6,2,-0.5,1,2,0.5,109
6576604,111,8,12,2,0.5,1,2,0.5,109
6576661,112,3,6,2,-0.5,1,2,-0.5,110
6576661,112,9,12,2,0.5,1,2,-0.5,110
6576661,112,4,9,1,-0.5,1,2,0.5,110
6576661,112,5,9,1,0.5,1,2,0.5,110
6576661,112,4,6,2,-0.5,1,2,0.5,110
6576661,112,4,12,2,0.5,1,2,0.5,110
6577334,113,6,6,2,-0.5,1,2,-0.5,111
6577334,113,6,12,2,0.5,1,2,-0.5,111
6577334,113,7,9,1,-0.5,1,2,0.5,111
6577334,113,8,9,1,0.5,1,2,0.5,111
6577334,113,5,6,2,-0.5,1,2,0.5,111
6577334,113,12,12,2,0.5,1,2,0.5,111
6577319,114,4,6,2,-0.5,1,2,-0.5,112
6577319,114,5,12,2,0.5,1,2,-0.5,112
6577319,114,2,9,1,-0.5,1,2,0.5,112
6577319,114,3,9,1,0.5,1,2,0.5,112
6577319,114,2,6,2,-0.5,1,2,0.5,112
6577319,114,6,12,2,0.5,1,2,0.5,112
6577401,115,5,6,2,-0.5,1,2,-0.5,113
6577401,115,9,12,2,0.5,1,2,-0.5,113
6577401,115,1,9,1,-0.5,1,2,0.5,113
6577401,115,8,9,1,0.5,1,2,0.5,113
6577401,115,4,6,2,-0.5,1,2,0.5,113
6577401,115,6,12,2,0.5,1,2,0.5,113
6577345,116,1,6,2,-0.5,1,2,-0.5,114
6577345,116,6,12,2,0.5,1,2,-0.5,114
6577345,116,5,9,1,-0.5,1,2,0.5,114
6577345,116,3,9,1,0.5,1,2,0.5,114
6577345,116,2,6,2,-0.5,1,2,0.5,114
6577345,116,6,12,2,0.5,1,2,0.5,114
6577879,117,5,6,2,-0.5,1,2,-0.5,115
6577879,117,10,12,2,0.5,1,2,-0.5,115
6577879,117,4,9,1,-0.5,1,2,0.5,115
6577879,117,7,9,1,0.5,1,2,0.5,115
6577879,117,4,6,2,-0.5,1,2,0.5,115
6577879,117,6,12,2,0.5,1,2,0.5,115
6581442,118,5,6,2,-0.5,1,2,-0.5,116
6581442,118,6,12,2,0.5,1,2,-0.5,116
6581442,118,5,9,1,-0.5,1,2,0.5,116
6581442,118,3,9,1,0.5,1,2,0.5,116
6581442,118,1,6,2,-0.5,1,2,0.5,116
6581442,118,9,12,2,0.5,1,2,0.5,116
6581449,119,3,6,2,-0.5,1,2,-0.5,117
6581449,119,7,12,2,0.5,1,2,-0.5,117
6581449,119,6,9,1,-0.5,1,2,0.5,117
6581449,119,7,9,1,0.5,1,2,0.5,117
6581449,119,2,6,2,-0.5,1,2,0.5,117
6581449,119,9,12,2,0.5,1,2,0.5,117
6581486,120,5,6,2,-0.5,1,2,-0.5,118
6581486,120,10,12,2,0.5,1,2,-0.5,118
6581486,120,7,9,1,-0.5,1,2,0.5,118
6581486,120,9,9,1,0.5,1,2,0.5,118
6581486,120,5,6,2,-0.5,1,2,0.5,118
6581486,120,8,12,2,0.5,1,2,0.5,118
6581500,121,1,6,2,-0.5,1,2,-0.5,119
6581500,121,5,12,2,0.5,1,2,-0.5,119
6581500,121,1,9,1,-0.5,1,2,0.5,119
6581500,121,9,9,1,0.5,1,2,0.5,119
6581500,121,2,6,2,-0.5,1,2,0.5,119
6581500,121,7,12,2,0.5,1,2,0.5,119
6582987,122,5,6,2,-0.5,1,2,-0.5,120
6582987,122,9,12,2,0.5,1,2,-0.5,120
6582987,122,0,9,1,-0.5,1,2,0.5,120
6582987,122,5,9,1,0.5,1,2,0.5,120
6582987,122,5,6,2,-0.5,1,2,0.5,120
6582987,122,10,12,2,0.5,1,2,0.5,120
6582986,123,0,6,2,-0.5,1,2,-0.5,121
6582986,123,8,12,2,0.5,1,2,-0.5,121
6582986,123,6,9,1,-0.5,1,2,0.5,121
6582986,123,5,9,1,0.5,1,2,0.5,121
6582986,123,3,6,2,-0.5,1,2,0.5,121
6582986,123,3,12,2,0.5,1,2,0.5,121
6583190,124,4,6,2,-0.5,1,2,-0.5,122
6583190,124,6,12,2,0.5,1,2,-0.5,122
6583190,124,3,9,1,-0.5,1,2,0.5,122
6583190,124,6,9,1,0.5,1,2,0.5,122
6583190,124,4,6,2,-0.5,1,2,0.5,122
6583190,124,3,12,2,0.5,1,2,0.5,122
6583966,125,5,6,2,-0.5,1,2,-0.5,123
6583966,125,5,12,2,0.5,1,2,-0.5,123
6583966,125,2,9,1,-0.5,1,2,0.5,123
6583966,125,8,9,1,0.5,1,2,0.5,123
6583966,125,3,6,2,-0.5,1,2,0.5,123
6583966,125,3,12,2,0.5,1,2,0.5,123
6576552,126,4,9,1,-0.5,-1,1,-0.5,124
6576552,126,3,9,1,0.5,-1,1,-0.5,124
6576552,126,2,6,3,-0.5,-1,1,-0.5,124
6576552,126,2,6,3,-0.5,-1,1,0.5,124
6576609,127,7,9,1,-0.5,-1,1,-0.5,125
6576609,127,5,9,1,0.5,-1,1,-0.5,125
6576609,127,4,6,3,-0.5,-1,1,-0.5,125
6576609,127,4,6,3,-0.5,-1,1,0.5,125
6576642,128,7,9,1,-0.5,-1,1,-0.5,126
6576642,128,6,9,1,0.5,-1,1,-0.5,126
6576642,128,6,6,3,-0.5,-1,1,-0.5,126
6576642,128,3,6,3,-0.5,-1,1,0.5,126
6576935,129,9,9,1,-0.5,-1,1,-0.5,127
6576935,129,5,9,1,0.5,-1,1,-0.5,127
6576935,129,3,6,3,-0.5,-1,1,-0.5,127
6576935,129,4,6,3,-0.5,-1,1,0.5,127
6577354,130,8,9,1,-0.5,-1,1,-0.5,128
6577354,130,9,9,1,0.5,-1,1,-0.5,128
6577354,130,6,6,3,-0.5,-1,1,-0.5,128
6577354,130,5,6,3,-0.5,-1,1,0.5,128
6577335,131,9,9,1,-0.5,-1,1,-0.5,129
6577335,131,7,9,1,0.5,-1,1,-0.5,129
6577335,131,6,6,3,-0.5,-1,1,-0.5,129
6577335,131,6,6,3,-0.5,-1,1,0.5,129
6577339,132,5,9,1,-0.5,-1,1,-0.5,130
6577339,132,5,9,1,0.5,-1,1,-0.5,130
6577339,132,3,6,3,-0.5,-1,1,-0.5,130
6577339,132,3,6,3,-0.5,-1,1,0.5,130
6577733,133,8,9,1,-0.5,-1,1,-0.5,131
6577733,133,6,9,1,0.5,-1,1,-0.5,131
6577733,133,5,6,3,-0.5,-1,1,-0.5,131
6577733,133,3,6,3,-0.5,-1,1,0.5,131
6581414,134,9,9,1,-0.5,-1,1,-0.5,132
6581414,134,9,9,1,0.5,-1,1,-0.5,132
6581414,134,1,6,3,-0.5,-1,1,-0.5,132
6581414,134,2,6,3,-0.5,-1,1,0.5,132
6581435,135,8,9,1,-0.5,-1,1,-0.5,133
6581435,135,7,9,1,0.5,-1,1,-0.5,133
6581435,135,4,6,3,-0.5,-1,1,-0.5,133
6581435,135,2,6,3,-0.5,-1,1,0.5,133
6581440,136,9,9,1,-0.5,-1,1,-0.5,134
6581440,136,9,9,1,0.5,-1,1,-0.5,134
6581440,136,6,6,3,-0.5,-1,1,-0.5,134
6581440,136,2,6,3,-0.5,-1,1,0.5,134
6581656,137,9,9,1,-0.5,-1,1,-0.5,135
6581656,137,5,9,1,0.5,-1,1,-0.5,135
6581656,137,5,6,3,-0.5,-1,1,-0.5,135
6581656,137,6,6,3,-0.5,-1,1,0.5,135
6583002,138,5,9,1,-0.5,-1,1,-0.5,136
6583002,138,7,9,1,0.5,-1,1,-0.5,136
6583002,138,2,6,3,-0.5,-1,1,-0.5,136
6583002,138,2,6,3,-0.5,-1,1,0.5,136
6582977,139,7,9,1,-0.5,-1,1,-0.5,137
6582977,139,4,9,1,0.5,-1,1,-0.5,137
6582977,139,5,6,3,-0.5,-1,1,-0.5,137
6582977,139,5,6,3,-0.5,-1,1,0.5,137
6583231,140,8,9,1,-0.5,-1,1,-0.5,138
6583231,140,8,9,1,0.5,-1,1,-0.5,138
6583231,140,5,6,3,-0.5,-1,1,-0.5,138
6583231,140,5,6,3,-0.5,-1,1,0.5,138
6576585,141,5,6,2,-0.5,1,2,-0.5,139
6576585,141,7,12,2,0.5,1,2,-0.5,139
6576585,141,8,9,1,-0.5,1,2,0.5,139
6576585,141,6,9,1,0.5,1,2,0.5,139
6576585,141,4,6,2,-0.5,1,2,0.5,139
6576585,141,5,12,2,0.5,1,2,0.5,139
6576616,142,4,6,2,-0.5,1,2,-0.5,140
6576616,142,6,12,2,0.5,1,2,-0.5,140
6576616,142,4,9,1,-0.5,1,2,0.5,140
6576616,142,3,9,1,0.5,1,2,0.5,140
6576616,142,2,6,2,-0.5,1,2,0.5,140
6576616,142,3,12,2,0.5,1,2,0.5,140
6576653,143,2,6,2,-0.5,1,2,-0.5,141
6576653,143,10,12,2,0.5,1,2,-0.5,141
6576653,143,6,9,1,-0.5,1,2,0.5,141
6576653,143,4,9,1,0.5,1,2,0.5,141
6576653,143,1,6,2,-0.5,1,2,0.5,141
6576653,143,7,12,2,0.5,1,2,0.5,141
6577327,145,3,6,2,-0.5,1,2,-0.5,142
6577327,145,6,12,2,0.5,1,2,-0.5,142
6577327,145,7,9,1,-0.5,1,2,0.5,142
6577327,145,9,9,1,0.5,1,2,0.5,142
6577327,145,3,6,2,-0.5,1,2,0.5,142
6577327,145,5,12,2,0.5,1,2,0.5,142
6577428,146,5,6,2,-0.5,1,2,-0.5,143
6577428,146,9,12,2,0.5,1,2,-0.5,143
6577428,146,5,9,1,-0.5,1,2,0.5,143
6577428,146,5,9,1,0.5,1,2,0.5,143
6577428,146,4,6,2,-0.5,1,2,0.5,143
6577428,146,7,12,2,0.5,1,2,0.5,143
6577308,147,4,6,2,-0.5,1,2,-0.5,144
6577308,147,11,12,2,0.5,1,2,-0.5,144
6577308,147,6,9,1,-0.5,1,2,0.5,144
6577308,147,8,9,1,0.5,1,2,0.5,144
6577308,147,3,6,2,-0.5,1,2,0.5,144
6577308,147,9,12,2,0.5,1,2,0.5,144
6581443,148,3,6,2,-0.5,1,2,-0.5,145
6581443,148,8,12,2,0.5,1,2,-0.5,145
6581443,148,5,9,1,-0.5,1,2,0.5,145
6581443,148,6,9,1,0.5,1,2,0.5,145
6581443,148,5,6,2,-0.5,1,2,0.5,145
6581443,148,8,12,2,0.5,1,2,0.5,145
6581422,149,4,6,2,-0.5,1,2,-0.5,146
6581422,149,10,12,2,0.5,1,2,-0.5,146
6581422,149,3,9,1,-0.5,1,2,0.5,146
6581422,149,6,9,1,0.5,1,2,0.5,146
6581422,149,4,6,2,-0.5,1,2,0.5,146
6581422,149,9,12,2,0.5,1,2,0.5,146
6581502,150,6,6,2,-0.5,1,2,-0.5,147
6581502,150,11,12,2,0.5,1,2,-0.5,147
6581502,150,8,9,1,-0.5,1,2,0.5,147
6581502,150,7,9,1,0.5,1,2,0.5,147
6581502,150,5,6,2,-0.5,1,2,0.5,147
6581502,150,10,12,2,0.5,1,2,0.5,147
6582996,151,5,6,2,-0.5,1,2,-0.5,148
6582996,151,10,12,2,0.5,1,2,-0.5,148
6582996,151,6,9,1,-0.5,1,2,0.5,148
6582996,151,7,9,1,0.5,1,2,0.5,148
6582996,151,4,6,2,-0.5,1,2,0.5,148
6582996,151,8,12,2,0.5,1,2,0.5,148
6583064,152,4,6,2,-0.5,1,2,-0.5,149
6583064,152,10,12,2,0.5,1,2,-0.5,149
6583064,152,5,9,1,-0.5,1,2,0.5,149
6583064,152,4,9,1,0.5,1,2,0.5,149
6583064,152,3,6,2,-0.5,1,2,0.5,149
6583064,152,5,12,2,0.5,1,2,0.5,149
6583059,153,2,6,2,-0.5,1,2,-0.5,150
6583059,153,8,12,2,0.5,1,2,-0.5,150
6583059,153,7,9,1,-0.5,1,2,0.5,150
6583059,153,8,9,1,0.5,1,2,0.5,150
6583059,153,3,6,2,-0.5,1,2,0.5,150
6583059,153,6,12,2,0.5,1,2,0.5,150
6583155,154,5,6,2,-0.5,1,2,-0.5,151
6583155,154,8,12,2,0.5,1,2,-0.5,151
6583155,154,2,9,1,-0.5,1,2,0.5,151
6583155,154,4,9,1,0.5,1,2,0.5,151
6583155,154,5,6,2,-0.5,1,2,0.5,151
6583155,154,3,12,2,0.5,1,2,0.5,151
6576590,155,8,9,1,-0.5,1,2,-0.5,152
6576590,155,6,9,1,0.5,1,2,-0.5,152
6576590,155,4,6,3,-0.5,1,2,-0.5,152
6576590,155,1,6,3,-0.5,1,2,0.5,152
6576723,156,8,9,1,-0.5,1,2,-0.5,153
6576723,156,9,9,1,0.5,1,2,-0.5,153
6576723,156,1,6,3,-0.5,1,2,-0.5,153
6576723,156,5,6,3,-0.5,1,2,0.5,153
6577041,157,9,9,1,-0.5,1,2,-0.5,154
6577041,157,9,9,1,0.5,1,2,-0.5,154
6577041,157,4,6,3,-0.5,1,2,-0.5,154
6577041,157,3,6,3,-0.5,1,2,0.5,154
6577342,158,5,9,1,-0.5,1,2,-0.5,155
6577342,158,5,9,1,0.5,1,2,-0.5,155
6577342,158,4,6,3,-0.5,1,2,-0.5,155
6577342,158,3,6,3,-0.5,1,2,0.5,155
6577346,159,9,9,1,-0.5,1,2,-0.5,156
6577346,159,5,9,1,0.5,1,2,-0.5,156
6577346,159,3,6,3,-0.5,1,2,-0.5,156
6577346,159,1,6,3,-0.5,1,2,0.5,156
6577419,160,7,9,1,-0.5,1,2,-0.5,157
6577419,160,7,9,1,0.5,1,2,-0.5,157
6577419,160,3,6,3,-0.5,1,2,-0.5,157
6577419,160,5,6,3,-0.5,1,2,0.5,157
6577715,161,7,9,1,-0.5,1,2,-0.5,158
6577715,161,8,9,1,0.5,1,2,-0.5,158
6577715,161,4,6,3,-0.5,1,2,-0.5,158
6577715,161,1,6,3,-0.5,1,2,0.5,158
6581427,162,6,9,1,-0.5,1,2,-0.5,159
6581427,162,4,9,1,0.5,1,2,-0.5,159
6581427,162,4,6,3,-0.5,1,2,-0.5,159
6581427,162,2,6,3,-0.5,1,2,0.5,159
6581506,163,8,9,1,-0.5,1,2,-0.5,160
6581506,163,5,9,1,0.5,1,2,-0.5,160
6581506,163,6,6,3,-0.5,1,2,-0.5,160
6581506,163,2,6,3,-0.5,1,2,0.5,160
6581549,164,8,9,1,-0.5,1,2,-0.5,161
6581549,164,7,9,1,0.5,1,2,-0.5,161
6581549,164,6,6,3,-0.5,1,2,-0.5,161
6581549,164,6,6,3,-0.5,1,2,0.5,161
6581527,165,4,9,1,-0.5,1,2,-0.5,162
6581527,165,6,9,1,0.5,1,2,-0.5,162
6581527,165,2,6,3,-0.5,1,2,-0.5,162
6581527,165,3,6,3,-0.5,1,2,0.5,162
6583067,166,6,9,1,-0.5,1,2,-0.5,163
6583067,166,4,9,1,0.5,1,2,-0.5,163
6583067,166,3,6,3,-0.5,1,2,-0.5,163
6583067,166,1,6,3,-0.5,1,2,0.5,163
6582992,167,5,9,1,-0.5,1,2,-0.5,164
6582992,167,7,9,1,0.5,1,2,-0.5,164
6582992,167,2,6,3,-0.5,1,2,-0.5,164
6582992,167,5,6,3,-0.5,1,2,0.5,164
6583005,168,5,9,1,-0.5,1,2,-0.5,165
6583005,168,7,9,1,0.5,1,2,-0.5,165
6583005,168,4,6,3,-0.5,1,2,-0.5,165
6583005,168,4,6,3,-0.5,1,2,0.5,165
6576599,169,5,6,2,-0.5,-1,1,-0.5,166
6576599,169,9,12,2,0.5,-1,1,-0.5,166
6576599,169,8,9,1,-0.5,-1,1,0.5,166
6576599,169,8,9,1,0.5,-1,1,0.5,166
6576599,169,4,6,2,-0.5,-1,1,0.5,166
6576599,169,10,12,2,0.5,-1,1,0.5,166
6576591,170,5,6,2,-0.5,-1,1,-0.5,167
6576591,170,9,12,2,0.5,-1,1,-0.5,167
6576591,170,8,9,1,-0.5,-1,1,0.5,167
6576591,170,5,9,1,0.5,-1,1,0.5,167
6576591,170,4,6,2,-0.5,-1,1,0.5,167
6576591,170,9,12,2,0.5,-1,1,0.5,167
6577316,171,2,6,2,-0.5,-1,1,-0.5,168
6577316,171,8,12,2,0.5,-1,1,-0.5,168
6577316,171,6,9,1,-0.5,-1,1,0.5,168
6577316,171,5,9,1,0.5,-1,1,0.5,168
6577316,171,3,6,2,-0.5,-1,1,0.5,168
6577316,171,7,12,2,0.5,-1,1,0.5,168
6577331,172,3,6,2,-0.5,-1,1,-0.5,169
6577331,172,12,12,2,0.5,-1,1,-0.5,169
6577331,172,9,9,1,-0.5,-1,1,0.5,169
6577331,172,8,9,1,0.5,-1,1,0.5,169
6577331,172,6,6,2,-0.5,-1,1,0.5,169
6577331,172,9,12,2,0.5,-1,1,0.5,169
6577314,173,4,6,2,-0.5,-1,1,-0.5,170
6577314,173,8,12,2,0.5,-1,1,-0.5,170
6577314,173,3,9,1,-0.5,-1,1,0.5,170
6577314,173,2,9,1,0.5,-1,1,0.5,170
6577314,173,3,6,2,-0.5,-1,1,0.5,170
6577314,173,4,12,2,0.5,-1,1,0.5,170
6577522,174,6,6,2,-0.5,-1,1,-0.5,171
6577522,174,8,12,2,0.5,-1,1,-0.5,171
6577522,174,4,9,1,-0.5,-1,1,0.5,171
6577522,174,3,9,1,0.5,-1,1,0.5,171
6577522,174,5,6,2,-0.5,-1,1,0.5,171
6577522,174,4,12,2,0.5,-1,1,0.5,171
6577668,175,5,6,2,-0.5,-1,1,-0.5,172
6577668,175,11,12,2,0.5,-1,1,-0.5,172
6577668,175,8,9,1,-0.5,-1,1,0.5,172
6577668,175,9,9,1,0.5,-1,1,0.5,172
6577668,175,6,6,2,-0.5,-1,1,0.5,172
6577668,175,11,12,2,0.5,-1,1,0.5,172
6581439,176,4,6,2,-0.5,-1,1,-0.5,173
6581439,176,10,12,2,0.5,-1,1,-0.5,173
6581439,176,5,9,1,-0.5,-1,1,0.5,173
6581439,176,6,9,1,0.5,-1,1,0.5,173
6581439,176,3,6,2,-0.5,-1,1,0.5,173
6581439,176,8,12,2,0.5,-1,1,0.5,173
6581466,177,5,6,2,-0.5,-1,1,-0.5,174
6581466,177,10,12,2,0.5,-1,1,-0.5,174
6581466,177,9,9,1,-0.5,-1,1,0.5,174
6581466,177,9,9,1,0.5,-1,1,0.5,174
6581466,177,6,6,2,-0.5,-1,1,0.5,174
6581466,177,9,12,2,0.5,-1,1,0.5,174
6581468,178,5,6,2,-0.5,-1,1,-0.5,175
6581468,178,11,12,2,0.5,-1,1,-0.5,175
6581468,178,5,9,1,-0.5,-1,1,0.5,175
6581468,178,2,9,1,0.5,-1,1,0.5,175
6581468,178,3,6,2,-0.5,-1,1,0.5,175
6581468,178,10,12,2,0.5,-1,1,0.5,175
6581893,179,1,6,2,-0.5,-1,1,-0.5,176
6581893,179,9,12,2,0.5,-1,1,-0.5,176
6581893,179,1,9,1,-0.5,-1,1,0.5,176
6581893,179,9,9,1,0.5,-1,1,0.5,176
6581893,179,2,6,2,-0.5,-1,1,0.5,176
6581893,179,6,12,2,0.5,-1,1,0.5,176
6583068,180,1,6,2,-0.5,-1,1,-0.5,177
6583068,180,9,12,2,0.5,-1,1,-0.5,177
6583068,180,4,9,1,-0.5,-1,1,0.5,177
6583068,180,4,9,1,0.5,-1,1,0.5,177
6583068,180,3,6,2,-0.5,-1,1,0.5,177
6583068,180,5,12,2,0.5,-1,1,0.5,177
6583056,181,5,6,2,-0.5,-1,1,-0.5,178
6583056,181,10,12,2,0.5,-1,1,-0.5,178
6583056,181,6,9,1,-0.5,-1,1,0.5,178
6583056,181,8,9,1,0.5,-1,1,0.5,178
6583056,181,6,6,2,-0.5,-1,1,0.5,178
6583056,181,9,12,2,0.5,-1,1,0.5,178
6582982,182,2,6,2,-0.5,-1,1,-0.5,179
6582982,182,4,12,2,0.5,-1,1,-0.5,179
6582982,182,9,9,1,-0.5,-1,1,0.5,179
6582982,182,9,9,1,0.5,-1,1,0.5,179
6582982,182,2,6,2,-0.5,-1,1,0.5,179
6582982,182,5,12,2,0.5,-1,1,0.5,179
